ID,RF,NB,LR
1664,0,0,0
1665,0,0,0
1666,0,1,0
1667,0,0,0
1668,0,1,1
1669,1,1,1
1670,0,1,0
1671,1,1,1
1672,0,1,0
1673,0,1,0
1674,0,1,0
1675,0,1,1
1676,0,0,0
1677,0,0,0
1678,0,0,0
1679,0,0,1
1680,1,1,1
1681,0,0,0
1682,0,1,1
1683,1,1,1
1684,0,0,0
1685,1,0,0
1686,0,0,0
1687,1,1,1
1688,1,1,0
1689,0,1,1
1690,1,1,1
1691,0,0,0
1692,0,0,0
1693,1,0,0
1694,0,1,0
1695,0,0,0
1696,0,0,0
1697,0,0,0
1698,0,0,0
1699,0,0,0
1700,0,0,0
1701,0,0,1
1702,1,1,1
1703,1,1,0
1704,1,1,1
1705,1,1,1
1706,0,0,0
1707,1,1,1
1708,0,0,0
1709,1,0,1
1710,1,0,0
1711,1,1,1
1712,1,1,1
1713,1,1,1
1714,0,1,1
1715,0,1,1
1716,1,0,0
1717,0,1,1
1718,1,1,1
1719,0,1,1
1720,0,0,0
1721,1,1,1
1722,0,0,0
1723,0,0,0
1724,0,0,1
1725,0,0,0
1726,1,1,1
1727,0,0,0
1728,1,1,1
1729,0,0,1
1730,0,0,0
1731,1,1,1
1732,1,1,0
1733,0,1,0
1734,1,0,0
1735,1,1,1
1736,0,0,0
1737,1,1,1
1738,1,1,0
1739,0,0,0
1740,1,1,1
1741,1,1,1
1742,0,0,0
1743,0,0,0
1744,0,0,0
1745,0,0,0
1746,1,1,1
1747,0,0,0
1748,0,1,1
1749,0,0,0
1750,1,1,1
1751,0,0,0
1752,0,0,0
1753,0,0,0
1754,1,1,1
1755,0,0,1
1756,0,0,0
1757,0,0,0
1758,1,1,0
1759,1,1,0
1760,0,0,0
1761,0,0,0
1762,0,0,0
1763,0,0,0
1764,1,1,1
1765,1,1,1
1766,1,1,1
1767,1,1,1
1768,1,0,1
1769,0,0,0
1770,0,0,0
1771,1,1,1
1772,1,0,1
1773,1,1,1
1774,0,1,0
1775,0,0,0
1776,1,1,1
1777,1,1,1
1778,0,0,0
1779,1,0,0
1780,0,0,0
1781,0,1,1
1782,0,0,0
1783,1,1,1
1784,1,1,1
1785,0,1,1
1786,0,0,0
1787,0,1,0
1788,1,0,1
1789,0,0,0
1790,0,0,0
1791,0,0,0
1792,1,1,1
1793,0,0,0
1794,1,1,1
1795,1,0,0
1796,1,1,1
1797,0,0,0
1798,1,1,0
1799,0,1,1
1800,0,0,0
1801,0,0,0
1802,0,0,0
1803,0,0,0
1804,1,1,1
1805,0,0,0
1806,1,0,0
1807,0,0,0
1808,1,1,1
1809,0,1,1
1810,0,0,0
1811,0,1,1
1812,1,1,0
1813,0,0,0
1814,0,0,0
1815,0,0,0
1816,0,0,0
1817,1,1,1
1818,0,1,0
1819,1,1,1
1820,1,1,1
1821,0,0,0
1822,0,1,1
1823,1,0,0
1824,1,1,1
1825,0,0,0
1826,1,1,1
1827,0,0,0
1828,0,0,0
1829,1,1,1
1830,1,1,1
1831,0,0,0
1832,1,1,1
1833,0,1,1
1834,0,1,1
1835,1,1,1
1836,1,1,1
1837,0,0,0
1838,0,0,0
1839,1,1,1
1840,0,1,1
1841,0,0,0
1842,0,1,0
1843,0,1,0
1844,1,0,0
1845,1,1,1
1846,1,1,0
1847,0,0,0
1848,1,1,1
1849,1,1,1
1850,0,0,0
1851,0,0,0
1852,1,1,0
1853,1,1,1
1854,0,0,0
1855,0,0,1
1856,0,0,0
1857,1,1,1
1858,0,0,0
1859,0,0,0
1860,1,1,1
1861,0,0,1
1862,0,0,0
1863,0,0,0
1864,0,0,0
1865,0,0,1
1866,0,0,0
1867,0,0,0
1868,0,0,0
1869,0,0,0
1870,1,1,1
1871,1,0,0
1872,0,0,0
1873,0,0,0
1874,1,1,1
1875,0,0,0
1876,1,1,1
1877,0,0,0
1878,0,0,0
1879,1,1,1
1880,1,0,0
1881,0,1,1
1882,0,0,0
1883,1,1,1
1884,1,0,0
1885,1,0,0
1886,0,0,0
1887,0,0,0
1888,1,1,1
1889,0,0,0
1890,1,1,1
1891,0,0,0
1892,0,0,0
1893,1,1,1
1894,0,1,1
1895,0,1,0
1896,0,1,1
1897,0,0,0
1898,0,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,1
1902,0,1,0
1903,1,0,0
1904,0,0,0
1905,0,0,0
1906,0,0,0
1907,1,1,1
1908,1,1,1
1909,0,1,1
1910,1,1,1
1911,1,1,1
1912,0,1,1
1913,0,0,1
1914,1,1,0
1915,0,1,1
1916,1,1,1
1917,0,0,1
1918,0,0,0
1919,1,1,1
1920,0,0,0
1921,0,0,0
1922,0,1,0
1923,1,0,0
1924,0,0,0
1925,0,1,0
1926,0,0,0
1927,1,1,1
1928,0,0,0
1929,0,0,0
1930,1,1,1
1931,1,0,0
1932,1,1,1
1933,1,0,0
1934,0,0,0
1935,0,0,0
1936,1,1,1
1937,1,1,0
1938,0,0,0
1939,1,0,0
1940,1,1,1
1941,1,1,1
1942,1,1,1
1943,0,1,1
1944,1,0,0
1945,0,0,0
1946,1,0,0
1947,0,1,0
1948,1,1,1
1949,0,0,0
1950,0,0,0
1951,1,1,0
1952,0,0,1
1953,1,1,1
1954,1,1,1
1955,0,1,1
1956,0,0,0
1957,0,0,0
1958,0,1,0
1959,0,0,0
1960,0,0,0
1961,0,0,0
1962,0,0,0
1963,1,0,0
1964,0,0,0
1965,0,0,1
1966,0,0,0
1967,1,1,1
1968,0,0,0
1969,0,1,0
1970,0,0,0
1971,0,0,0
1972,1,0,0
1973,0,0,0
1974,0,0,0
1975,1,1,1
1976,1,1,1
1977,0,0,0
1978,0,0,0
1979,0,0,1
1980,0,1,0
1981,1,1,0
1982,1,1,0
1983,1,1,0
1984,0,0,0
1985,0,1,0
1986,0,0,0
1987,0,0,0
1988,1,1,1
1989,0,0,0
1990,0,1,1
1991,0,1,1
1992,0,0,0
1993,0,0,0
1994,0,0,0
1995,1,0,0
1996,0,0,0
1997,1,0,0
1998,1,1,0
1999,0,0,0
2000,0,0,0
2001,1,1,1
2002,1,1,1
2003,0,1,0
2004,0,0,0
2005,1,1,1
2006,0,0,1
2007,0,1,0
2008,1,1,1
2009,1,1,1
2010,1,0,0
2011,0,0,0
2012,0,0,0
2013,1,1,1
2014,0,0,0
2015,0,0,1
2016,0,0,0
2017,1,1,1
2018,0,0,0
2019,1,1,1
2020,0,1,0
2021,0,0,0
2022,1,1,1
2023,0,0,0
2024,0,0,1
2025,0,1,1
2026,1,1,1
2027,0,0,0
2028,0,0,0
2029,0,0,0
2030,0,0,0
2031,0,0,0
2032,0,0,0
2033,1,1,1
2034,0,1,0
2035,1,1,1
2036,0,0,0
2037,1,1,1
2038,0,0,0
2039,0,1,0
2040,1,1,1
2041,1,1,1
2042,1,1,1
2043,0,0,0
2044,0,0,0
2045,1,1,1
2046,0,0,0
2047,0,1,1
2048,0,0,1
2049,1,1,1
2050,1,1,0
2051,0,0,0
2052,0,0,0
2053,0,0,0
2054,0,0,0
2055,0,1,0
2056,1,1,1
2057,0,0,0
2058,1,1,0
2059,0,1,1
2060,0,0,0
2061,1,1,0
2062,0,0,0
2063,0,0,0
2064,1,1,1
2065,0,0,0
2066,0,1,1
2067,0,0,0
2068,1,1,1
2069,1,1,1
2070,0,1,1
2071,1,0,0
2072,0,1,1
2073,1,1,1
2074,1,1,0
2075,1,1,1
2076,0,0,0
2077,1,1,1
2078,0,0,0
2079,1,1,1
2080,0,1,1
2081,0,0,0
2082,1,0,0
2083,0,0,0
2084,1,1,1
2085,0,0,0
2086,0,0,0
2087,0,0,1
2088,1,0,0
2089,0,0,0
2090,1,1,1
2091,0,0,0
2092,0,0,0
2093,1,1,1
2094,0,0,0
2095,1,1,1
2096,1,0,0
2097,0,1,1
2098,0,0,0
2099,0,1,1
2100,0,0,0
2101,0,0,0
2102,0,0,0
2103,0,0,0
2104,0,0,0
2105,0,0,0
2106,1,1,1
2107,0,0,0
2108,0,0,0
2109,0,1,1
2110,0,1,1
2111,0,0,0
2112,0,1,1
2113,1,1,1
2114,1,1,1
2115,0,0,0
2116,1,1,1
2117,1,1,1
2118,1,1,1
2119,0,0,0
2120,1,0,1
2121,0,0,0
2122,0,0,0
2123,1,1,1
2124,0,0,1
2125,1,1,1
2126,0,1,1
2127,0,0,0
2128,0,1,0
2129,0,0,0
2130,1,1,1
2131,0,0,0
2132,0,1,1
2133,0,0,0
2134,0,0,0
2135,1,1,1
2136,1,1,0
2137,0,0,1
2138,1,0,1
2139,1,0,0
2140,1,1,0
2141,0,1,1
2142,1,1,1
2143,0,1,1
2144,1,1,1
2145,1,1,1
2146,1,1,1
2147,1,1,1
2148,1,0,1
2149,0,0,0
2150,0,0,0
2151,0,1,1
2152,1,0,0
2153,0,0,1
2154,1,1,1
2155,0,0,0
2156,0,1,1
2157,0,1,1
2158,0,1,1
2159,1,1,1
2160,0,0,0
2161,1,1,1
2162,0,0,1
2163,0,0,0
2164,0,0,0
2165,0,0,0
2166,1,1,1
2167,0,1,1
2168,0,1,1
2169,0,0,0
2170,1,1,1
2171,0,0,0
2172,0,0,0
2173,1,1,1
2174,1,1,1
2175,1,0,0
2176,0,0,0
2177,0,0,0
2178,0,0,0
2179,1,1,1
2180,1,1,1
2181,1,1,1
2182,1,1,1
2183,1,1,1
2184,1,1,1
2185,1,1,1
2186,0,0,0
2187,1,0,0
2188,1,0,0
2189,1,1,1
2190,1,1,1
2191,1,1,0
2192,0,0,1
2193,0,0,0
2194,0,0,0
2195,0,1,0
2196,1,1,1
2197,0,0,1
2198,1,1,1
2199,1,1,1
2200,0,0,0
2201,0,0,0
2202,1,0,0
2203,1,1,1
2204,1,1,0
2205,0,0,0
2206,0,0,0
2207,0,1,1
2208,1,1,1
2209,0,1,0
2210,1,1,1
2211,1,1,1
2212,0,0,1
2213,0,0,0
2214,0,1,0
2215,0,0,0
2216,0,0,0
2217,1,0,0
2218,0,1,1
2219,1,1,1
2220,0,0,0
2221,0,0,0
2222,0,1,1
2223,1,1,1
2224,0,1,0
2225,1,1,1
2226,1,1,1
2227,1,0,1
2228,0,0,0
2229,0,0,0
2230,0,1,1
2231,0,0,0
2232,1,1,1
2233,1,0,0
2234,1,1,0
2235,1,0,0
2236,1,0,0
2237,0,0,0
2238,0,0,0
2239,0,1,1
2240,1,1,1
2241,1,0,0
2242,0,0,0
2243,0,0,0
2244,0,1,1
2245,1,1,0
2246,1,1,1
2247,0,0,1
2248,1,1,1
2249,1,1,1
2250,0,0,0
2251,0,0,0
2252,1,0,0
2253,1,1,1
2254,0,0,0
2255,0,1,0
2256,0,1,0
2257,0,0,0
2258,1,1,1
2259,1,1,1
2260,0,0,1
2261,0,0,0
2262,1,1,1
2263,0,0,0
2264,0,0,0
2265,0,0,0
2266,0,0,0
2267,1,0,0
2268,0,0,0
2269,1,0,0
2270,1,1,1
2271,1,1,1
2272,0,0,0
2273,1,1,1
2274,0,1,1
2275,1,1,0
2276,1,1,1
2277,1,1,1
2278,0,0,0
2279,0,0,0
2280,0,1,1
2281,0,0,0
2282,0,0,0
2283,0,0,0
2284,1,1,1
2285,1,0,1
2286,0,1,0
2287,0,0,0
2288,1,1,1
2289,1,1,1
2290,1,1,0
2291,1,1,0
2292,0,0,0
2293,0,0,0
2294,1,1,1
2295,1,1,1
2296,1,0,0
2297,0,0,0
2298,1,1,1
2299,0,0,0
2300,0,0,0
2301,0,0,0
2302,1,1,1
2303,1,1,1
2304,0,1,0
2305,0,0,0
2306,0,0,0
2307,0,0,0
2308,0,0,0
2309,1,1,1
2310,0,1,1
2311,1,0,0
2312,1,1,1
2313,0,1,0
2314,0,0,0
2315,0,0,1
2316,0,0,0
2317,1,1,1
2318,1,1,1
2319,0,1,0
2320,0,0,0
2321,0,0,0
2322,0,1,1
2323,1,0,0
2324,1,1,1
2325,1,1,1
2326,1,1,1
2327,0,0,0
2328,0,1,1
2329,0,1,1
2330,0,0,0
2331,1,1,1
2332,0,0,0
2333,1,1,1
2334,1,0,0
2335,0,0,0
2336,0,0,0
2337,1,1,1
2338,0,0,0
2339,0,0,0
2340,0,1,1
2341,1,1,1
2342,0,0,0
2343,0,1,0
2344,1,1,1
2345,0,0,0
2346,0,0,1
2347,1,1,1
2348,0,1,1
2349,0,0,0
2350,0,1,0
2351,0,0,0
2352,1,0,0
2353,0,0,0
2354,0,1,1
2355,0,0,0
2356,1,1,1
2357,1,1,1
2358,1,1,1
2359,0,0,0
2360,0,0,0
2361,1,0,1
2362,1,1,1
2363,0,0,0
2364,0,0,0
2365,0,1,1
2366,0,0,0
2367,0,1,1
2368,1,0,0
2369,1,1,1
2370,1,1,0
2371,1,1,1
2372,0,0,1
2373,0,0,0
2374,1,1,1
2375,1,1,1
2376,1,0,1
2377,1,1,1
2378,0,0,0
2379,0,0,0
2380,1,0,0
2381,1,0,1
2382,0,0,0
2383,0,0,0
2384,0,0,0
2385,0,0,0
2386,0,0,0
2387,0,0,0
2388,0,0,0
2389,0,1,0
2390,0,0,0
2391,0,0,0
2392,1,0,1
2393,1,0,0
2394,1,1,1
2395,0,1,1
2396,1,0,0
2397,1,1,1
2398,0,1,1
2399,0,0,0
2400,1,0,0
2401,1,1,1
2402,1,0,1
2403,0,0,0
2404,0,1,1
2405,0,1,1
2406,1,1,1
2407,0,0,0
2408,1,1,1
2409,0,0,0
2410,1,0,1
2411,0,0,1
2412,1,0,0
2413,0,0,0
2414,1,1,1
2415,0,0,0
2416,1,0,0
2417,1,1,1
2418,0,0,0
2419,1,1,1
2420,1,1,1
2421,0,0,0
2422,0,0,0
2423,0,0,0
2424,0,0,1
2425,0,0,1
2426,1,1,0
2427,0,0,0
2428,1,1,0
2429,1,1,1
2430,0,0,1
2431,1,1,0
2432,1,0,0
2433,1,0,0
2434,0,0,0
2435,1,1,1
2436,1,1,1
2437,1,1,0
2438,0,1,1
2439,0,0,0
2440,0,0,0
2441,0,0,0
2442,1,0,0
2443,0,1,1
2444,0,1,1
2445,0,0,0
2446,0,0,0
2447,0,0,0
2448,1,0,0
2449,0,1,1
2450,0,0,1
2451,1,0,0
2452,0,0,0
2453,0,0,0
2454,0,0,0
2455,0,0,0
2456,0,0,0
2457,1,1,1
2458,1,1,1
2459,0,0,0
2460,1,1,1
2461,1,1,0
2462,0,0,0
2463,1,1,0
2464,1,0,1
2465,0,0,0
2466,0,0,0
2467,1,1,1
2468,1,1,0
2469,0,0,0
2470,0,0,1
2471,0,0,1
2472,1,1,0
2473,0,0,0
2474,0,1,1
2475,1,1,1
2476,1,1,0
2477,1,0,0
2478,1,1,0
2479,0,0,0
2480,0,1,1
2481,0,0,0
2482,1,1,1
2483,0,0,0
2484,1,0,0
2485,1,0,0
2486,1,0,0
2487,0,0,0
2488,1,1,1
2489,0,0,0
2490,1,1,1
2491,0,0,0
2492,1,0,0
2493,1,0,0
2494,0,0,0
2495,0,0,0
2496,1,1,1
2497,0,0,0
2498,0,0,0
2499,0,1,1
2500,0,0,0
2501,0,0,0
2502,1,1,1
2503,0,0,0
2504,0,1,1
2505,1,1,1
2506,0,0,0
2507,1,0,0
2508,1,1,0
2509,0,0,0
2510,1,1,1
2511,0,0,0
2512,0,0,0
2513,1,1,1
2514,0,1,1
2515,1,1,1
2516,1,1,1
2517,0,1,1
2518,1,1,0
2519,1,1,1
2520,0,0,0
2521,0,1,0
2522,0,0,0
2523,0,0,0
2524,1,1,1
2525,1,0,0
2526,0,0,0
2527,0,0,0
2528,0,0,0
2529,1,1,1
2530,1,0,0
2531,0,1,0
2532,0,1,1
2533,0,0,0
2534,0,0,0
2535,0,0,0
2536,0,0,0
2537,0,0,1
2538,1,1,1
2539,1,0,0
2540,1,0,0
2541,0,0,1
2542,1,1,1
2543,1,1,1
2544,0,0,0
2545,1,1,0
2546,0,0,0
2547,1,1,1
2548,0,0,0
2549,0,1,1
2550,1,1,1
2551,1,1,1
2552,0,0,0
2553,1,1,0
2554,1,0,0
2555,0,0,0
2556,0,0,0
2557,0,0,0
2558,0,0,0
2559,0,1,0
2560,0,0,0
2561,1,1,0
2562,1,1,1
2563,0,1,1
2564,0,0,0
2565,1,1,1
2566,0,0,0
2567,0,0,0
2568,0,0,0
2569,0,0,0
2570,1,1,1
2571,0,0,0
2572,1,0,0
2573,1,1,1
2574,1,1,1
2575,1,0,0
2576,0,0,0
2577,1,1,1
2578,0,0,0
2579,1,0,0
2580,0,1,1
2581,1,1,1
2582,0,0,0
2583,0,1,1
2584,0,0,0
2585,1,1,1
2586,1,1,1
2587,1,0,0
2588,1,0,0
2589,1,0,0
2590,0,0,0
2591,1,1,0
2592,0,0,0
2593,1,1,1
2594,0,0,0
2595,1,1,0
2596,0,1,1
2597,0,0,0
2598,0,0,0
2599,1,1,1
2600,0,1,1
2601,0,0,0
2602,0,0,0
2603,0,0,0
2604,1,1,1
2605,0,0,0
2606,0,0,0
2607,1,0,0
2608,1,1,1
2609,1,1,1
2610,0,0,0
2611,0,1,1
2612,0,0,0
2613,0,0,0
2614,0,0,0
2615,0,1,1
2616,1,1,0
2617,1,1,1
2618,0,0,0
2619,0,0,0
2620,1,0,0
2621,1,1,1
2622,1,1,0
2623,1,1,1
2624,0,0,0
2625,0,0,0
2626,1,1,1
2627,1,1,0
2628,0,0,0
2629,1,1,1
2630,0,0,0
2631,0,0,0
2632,0,0,0
2633,1,0,0
2634,1,1,1
2635,0,0,0
2636,0,0,0
2637,0,1,0
2638,1,1,1
2639,1,1,0
2640,0,0,0
2641,0,0,0
2642,1,1,1
2643,1,1,0
2644,0,0,0
2645,0,0,0
2646,0,0,0
2647,0,0,0
2648,1,0,0
2649,1,1,1
2650,0,0,0
2651,0,0,0
2652,1,1,1
2653,1,1,0
2654,0,0,0
2655,1,0,0
2656,1,1,0
2657,0,0,0
2658,0,1,1
2659,1,1,1
2660,1,1,1
2661,1,1,1
2662,1,1,0
2663,0,0,0
2664,1,1,1
2665,1,0,1
2666,0,0,0
2667,1,1,1
2668,0,1,1
2669,1,1,1
2670,1,1,1
2671,1,1,1
2672,0,0,0
2673,0,1,1
2674,1,1,1
2675,0,0,0
2676,0,0,1
2677,0,1,1
2678,1,1,1
2679,1,1,1
2680,1,1,1
2681,0,0,0
2682,1,0,1
2683,0,1,0
2684,0,1,0
2685,0,1,1
2686,0,0,0
2687,0,1,1
2688,0,1,1
2689,0,1,0
2690,0,1,1
2691,1,0,0
2692,1,1,1
2693,0,1,0
2694,0,1,1
2695,1,1,1
2696,1,1,1
2697,1,1,1
2698,0,1,0
2699,0,0,0
2700,1,0,0
2701,0,1,1
2702,0,0,0
2703,0,0,0
2704,0,1,1
2705,1,0,0
2706,0,0,0
2707,1,0,0
2708,1,0,0
2709,0,0,0
2710,0,1,1
2711,0,0,0
2712,1,0,0
2713,1,1,1
2714,1,1,0
2715,0,1,1
2716,1,1,1
2717,0,0,0
2718,0,0,0
2719,0,1,1
2720,1,1,1
2721,0,0,0
2722,0,1,1
2723,0,1,1
2724,1,0,0
2725,1,0,0
2726,0,1,1
2727,0,0,0
2728,0,0,0
2729,1,1,1
2730,1,1,1
2731,0,0,0
2732,0,0,0
2733,0,0,0
2734,1,0,0
2735,0,0,0
2736,0,0,0
2737,0,1,0
2738,1,1,1
2739,1,1,1
2740,0,0,0
2741,0,0,0
2742,0,1,1
2743,1,1,1
2744,0,0,0
2745,0,0,0
2746,1,1,1
2747,0,0,0
2748,0,0,0
2749,1,1,1
2750,1,1,1
2751,0,0,0
2752,1,1,1
2753,0,1,0
2754,1,0,0
2755,1,1,1
2756,0,0,0
2757,0,0,1
2758,0,1,0
2759,0,1,1
2760,0,0,0
2761,0,0,0
2762,0,0,0
2763,0,0,0
2764,0,0,1
2765,1,1,1
2766,1,1,1
2767,1,0,0
2768,0,0,0
2769,1,0,0
2770,0,0,0
2771,0,0,0
2772,0,1,1
2773,1,0,0
2774,1,1,1
2775,0,0,0
2776,0,0,1
2777,0,0,0
2778,1,1,1
2779,0,0,1
2780,1,1,0
2781,0,0,0
2782,1,0,0
2783,0,0,0
2784,0,0,0
2785,0,0,0
2786,0,0,0
2787,0,0,0
2788,0,0,0
2789,1,1,1
2790,0,0,0
2791,1,1,1
2792,1,1,1
2793,1,0,0
2794,0,0,0
2795,0,1,0
2796,0,0,0
2797,1,0,0
2798,0,1,0
2799,1,1,1
2800,1,1,0
2801,1,1,0
2802,1,1,1
2803,0,0,1
2804,0,0,0
2805,1,0,0
2806,0,0,0
2807,1,1,0
2808,1,1,1
2809,0,0,0
2810,0,0,1
2811,0,0,0
2812,1,0,1
2813,0,1,0
2814,0,0,0
2815,0,0,0
2816,1,0,0
2817,0,0,0
2818,1,1,1
2819,0,0,0
2820,1,1,1
2821,0,0,1
2822,1,1,1
2823,1,1,0
2824,0,0,0
2825,0,1,0
2826,0,0,0
2827,1,0,0
2828,1,1,1
2829,0,0,0
2830,1,1,1
2831,0,1,1
2832,0,0,0
2833,0,0,0
2834,0,1,1
2835,0,0,0
2836,1,0,1
2837,0,0,0
2838,1,0,0
2839,1,1,1
2840,0,0,0
2841,0,1,1
2842,1,1,1
2843,0,0,0
2844,0,0,0
2845,0,0,0
2846,0,1,0
2847,0,0,0
2848,0,0,0
2849,1,1,1
2850,1,1,1
2851,0,0,0
2852,0,0,0
2853,0,0,0
2854,1,1,1
2855,1,0,1
2856,0,0,0
2857,1,1,1
2858,1,1,1
2859,0,0,1
2860,0,1,0
2861,0,0,0
2862,1,0,1
2863,0,0,0
2864,0,0,1
2865,0,0,0
2866,1,1,1
2867,1,1,0
2868,0,0,0
2869,1,1,1
2870,0,0,0
2871,1,1,1
2872,1,0,0
2873,0,1,1
2874,1,0,0
2875,0,0,0
2876,1,1,1
2877,0,1,1
2878,0,1,0
2879,0,0,0
2880,0,0,0
2881,1,1,1
2882,1,1,1
2883,1,1,1
2884,0,0,0
2885,0,0,0
2886,0,1,0
2887,0,0,0
2888,0,0,0
2889,1,0,0
2890,0,0,0
2891,0,1,1
2892,0,1,0
2893,0,0,0
2894,0,0,0
2895,1,1,1
2896,0,1,0
2897,1,1,1
2898,0,0,0
2899,0,0,0
2900,1,1,0
2901,1,1,1
2902,1,1,1
2903,1,1,1
2904,1,0,0
2905,0,0,0
2906,0,0,0
2907,0,0,0
2908,1,1,1
2909,0,1,1
2910,1,1,1
2911,1,1,1
2912,1,1,1
2913,1,1,1
2914,1,1,0
2915,0,0,0
2916,1,1,1
2917,0,1,0
2918,0,1,0
2919,0,0,0
2920,1,1,1
2921,0,0,0
2922,0,0,0
2923,0,0,0
2924,0,0,0
2925,0,1,0
2926,0,0,0
2927,0,0,0
2928,0,0,0
2929,0,0,0
2930,0,0,0
2931,1,1,0
2932,0,0,0
2933,0,0,1
2934,0,0,0
2935,0,0,0
2936,1,0,0
2937,0,0,0
2938,0,0,0
2939,0,0,1
2940,0,0,0
2941,1,1,1
2942,0,0,0
2943,1,1,1
2944,0,0,0
2945,0,1,0
2946,0,0,0
2947,1,1,1
2948,0,0,0
2949,1,1,1
2950,1,1,1
2951,0,1,1
2952,0,0,0
2953,1,0,0
2954,0,1,1
2955,1,1,1
2956,0,0,0
2957,0,0,0
2958,1,1,1
2959,1,1,1
2960,0,1,0
2961,0,1,0
2962,1,0,0
2963,1,1,0
2964,1,1,1
2965,0,0,0
2966,0,0,0
2967,0,0,0
2968,1,1,1
2969,1,1,0
2970,1,1,1
2971,0,1,1
2972,0,1,0
2973,1,1,1
2974,0,0,0
2975,0,0,0
2976,1,1,1
2977,0,0,0
2978,0,0,0
2979,1,1,1
2980,1,1,1
2981,1,1,1
2982,1,0,0
2983,0,0,0
2984,1,1,1
2985,1,1,1
2986,0,0,0
2987,0,1,0
2988,1,0,0
2989,1,1,1
2990,0,0,0
2991,0,1,0
2992,0,1,0
2993,1,1,1
2994,1,1,1
2995,0,0,0
2996,1,0,1
2997,0,0,0
2998,0,0,1
2999,1,1,0
3000,1,1,1
3001,0,0,0
3002,0,0,0
3003,0,0,0
3004,1,0,0
3005,1,0,0
3006,1,0,0
3007,1,1,1
3008,0,1,0
3009,0,0,1
3010,0,1,1
3011,0,0,0
3012,0,0,0
3013,0,0,0
3014,0,0,0
3015,0,0,0
3016,0,0,0
3017,1,1,0
3018,1,1,1
3019,0,0,0
3020,1,1,1
3021,1,0,0
3022,0,0,0
3023,0,1,1
3024,0,0,0
3025,0,0,0
3026,1,0,0
3027,0,0,1
3028,1,1,0
3029,0,0,0
3030,1,1,1
3031,0,0,0
3032,0,1,1
3033,1,0,0
3034,1,1,1
3035,0,1,1
3036,1,1,1
3037,0,0,0
3038,0,1,1
3039,1,1,1
3040,1,1,0
3041,0,0,0
3042,0,0,0
3043,0,1,1
3044,0,0,0
3045,0,0,0
3046,0,1,1
3047,1,1,1
3048,0,0,0
3049,0,0,0
3050,0,0,1
3051,1,1,1
3052,0,0,0
3053,0,0,0
3054,1,0,0
3055,0,0,0
3056,1,1,0
3057,0,0,0
3058,1,0,0
3059,0,0,0
3060,1,1,0
3061,0,0,0
3062,0,1,1
3063,0,1,1
3064,0,0,0
3065,0,0,0
3066,0,0,0
3067,1,0,0
3068,0,1,1
3069,0,0,0
3070,0,1,1
3071,0,1,0
3072,1,1,1
3073,0,1,1
3074,0,0,0
3075,0,0,1
3076,0,1,0
3077,1,1,1
3078,0,0,0
3079,1,1,1
3080,0,0,0
3081,0,0,0
3082,1,0,1
3083,1,1,1
3084,1,0,0
3085,0,1,0
3086,0,0,1
3087,1,1,0
3088,0,1,0
3089,1,1,1
3090,0,0,0
3091,1,1,1
3092,0,0,0
3093,0,0,0
3094,0,1,0
3095,0,0,0
3096,1,1,1
3097,1,1,1
3098,0,0,0
3099,0,0,0
3100,1,1,1
3101,0,0,0
3102,1,1,1
3103,0,0,0
3104,1,1,1
3105,0,1,1
3106,0,0,0
3107,0,1,1
3108,0,0,1
3109,0,0,0
3110,0,0,0
3111,0,0,0
3112,1,0,0
3113,1,1,1
3114,0,0,0
3115,0,0,0
3116,1,1,1
3117,1,1,0
3118,1,1,1
3119,0,1,1
3120,0,0,0
3121,0,0,0
3122,0,0,0
3123,0,1,1
3124,1,1,1
3125,1,1,1
3126,1,1,1
3127,0,0,0
3128,1,1,1
3129,0,0,0
3130,1,1,1
3131,0,1,1
3132,0,0,0
3133,1,1,1
3134,0,1,1
3135,0,1,1
3136,1,1,1
3137,0,0,0
3138,1,1,1
3139,0,0,0
3140,0,0,0
3141,0,0,1
3142,1,1,1
3143,0,0,0
3144,0,0,0
3145,0,0,0
3146,1,1,0
3147,0,1,1
3148,1,1,1
3149,0,1,0
3150,0,0,0
3151,1,0,0
3152,1,1,1
3153,1,1,1
3154,0,1,1
3155,0,0,0
3156,1,1,1
3157,0,0,0
3158,0,0,0
3159,0,0,0
3160,0,0,1
3161,0,1,1
3162,1,1,1
3163,0,0,0
3164,0,0,0
3165,0,0,0
3166,1,1,1
3167,0,0,0
3168,0,0,0
3169,0,0,0
3170,0,0,0
3171,0,0,1
3172,1,0,0
3173,0,0,0
3174,1,1,0
3175,0,0,0
3176,0,1,0
3177,1,0,0
3178,0,0,0
3179,1,1,1
3180,1,0,0
3181,0,0,0
3182,0,1,0
3183,0,0,0
3184,1,1,0
3185,0,0,0
3186,0,0,0
3187,0,0,0
3188,0,1,0
3189,1,1,1
3190,1,1,1
3191,0,0,0
3192,1,1,1
3193,0,0,0
3194,1,1,1
3195,1,1,1
3196,0,1,0
3197,1,1,0
3198,1,1,1
3199,1,1,1
3200,0,0,0
3201,1,0,0
3202,0,0,0
3203,0,1,0
3204,1,1,1
3205,1,1,1
3206,0,0,0
3207,1,1,1
3208,1,1,1
3209,0,1,1
3210,1,1,0
3211,1,0,0
3212,0,1,1
3213,1,1,1
3214,0,0,0
3215,0,0,0
3216,0,0,0
3217,1,1,1
